Concordance,type,lex_asp_b,lex_asp,lex_asp_2,bound_2,bounding,telicity,temp_bound,verb_lemma,File,period
"nt season . STATUTES-1805,45,556.108 - March 1 , 1805 . STATUTES-1805,45,556.109 Cap. X . STATUTES-1805,45,556.111 An act for making further provision for the effectual performance of quarantine . STATUTES-1805,45,556.113 - March 12 , 1805 . STATUTES",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making,statutes-1805.txt,LModE
"hereas by an act , passed in the thirty-ninth and fortieth years of the reign of his present Majesty , intituled , An act for erecting a lazaret on Chetney Hill , in the county of Kent , and for reducing into one act the laws relating to quarantine ,",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,erecting,statutes-1805.txt,LModE
"l have been obliged to perform quarantine only by reason of having certain goods , wares , and merchandize on board , and not producing the proper declaration or document as to their growth , produce , or manufacture ; nor any ship or vessel arriving",VG,accomplishment,accomplishment,accomplishment,bound,ambiguous,ambiguous,bound,producing,statutes-1805.txt,LModE
"slands aforesaid , in distress ; nor any ship or vessel which shall have been obliged to perform quarantine only by reason of having certain goods , wares , and merchandize on board , and not producing the proper declaration or document as to their g",VG,state,state,state,unbound,unbound,atelic,unbound,having,statutes-1805.txt,LModE
"rged with any duty under this act . STATUTES-1805,45,559.131 IV . Provided always , and be it further enacted , That if after making good in the manner herein-after mentioned to the consolidated fund of Great Britain , of the sums of sixty-five thous",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,making,statutes-1805.txt,LModE
" than sufficient to defray the charges and expences already incurred , and also such further expences as may be necessary for carrying the several purposes of this act into execution , it shall and may be lawful for the said lord high-treasurer , or ",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,carrying,statutes-1805.txt,LModE
" other plan as his Majesty , by and with the advice of his privy council , may from time to time approve and direct ; and for defraying the expences attending the same , to cause any part of the money so granted , to be issued when it shall be necess",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,defraying,statutes-1805.txt,LModE
"f them , or the lord high-treasurer for the time being , from and after the commencement of this act , to give directions for completing the said lazaret , upon the said lands so purchased on Chetney Hill , in the county of Kent , with all necessary ",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,completing,statutes-1805.txt,LModE
"ds so purchased on Chetney Hill , in the county of Kent , with all necessary and convenient accommodations for the purpose of performing quarantine , according to the plan which has been approved of and directed by his Majesty , by and with the advic",VG,activity,activity,activity,unbound,unbound,atelic,neutral,performing,statutes-1805.txt,LModE
"commissioners of his Majesty's treasury , or any three or more of them , or the lord high-treasuerer for the time being , for keeping the same fit and ready for the reception of persons and goods , and for their due performance of quarantine ; and su",VG,activity,activity,activity,unbound,unbound,atelic,neutral,keeping,statutes-1805.txt,LModE
"s , and all contingent expences , shall be defrayed out of the funds , and in the manner in which the charges and expences of performing quarantine are at present defrayed , until such time as a revenue shall be raised sufficient for those purposes ,",VG,activity,activity,activity,unbound,unbound,atelic,neutral,performing,statutes-1805.txt,LModE
"nel between them and the enemy ; approaching so near that he sounded round their leading ship with a pole , lest the noise of throwing the lead should discover him . SOUTHEY-1813,187.246 The incessant fatigue of body , as well as mind , which Nelson ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,throwing,southey-1813.txt,LModE
"2 and he always spoke of it with bitterness . SOUTHEY-1813,188.273 "" I experienced in the Sound , "" said he , "" the misery of having the honour of our country intrusted to a set of pilots , who have no other thought than to keep the ships clear of da",VG,state,state,state,unbound,unbound,atelic,unbound,having,southey-1813.txt,LModE
",188.274 Everybody knows what I must have suffered ; SOUTHEY-1813,188.275 and if any merit attaches itself to me , it was for combating the dangers of the shallows in defiance of them . "" SOUTHEY-1813,188.276 At length Mr. Bryerly , the master of the",VG,activity,activity,activity,unbound,unbound,atelic,neutral,combating,southey-1813.txt,LModE
"Y-1813,186.227 they had nothing to learn but how to manage the guns , SOUTHEY-1813,186.228 and day and night were employed in practising them . SOUTHEY-1813,186.229 When the movements of Nelson's squadron were perceived , it was known when and where ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,practising,southey-1813.txt,LModE
" have reflected , "" said Nelson to his commander , "" the more I am confirmed in opinion , that not a moment should be lost in attacking the enemy . SOUTHEY-1813,177.86 They will every day and hour be stronger : SOUTHEY-1813,178.88 we never shall be s",VG,activity,activity,activity,unbound,unbound,atelic,unbound,attacking,southey-1813.txt,LModE
"und convenient . SOUTHEY-1813,178.102 This would prevent the junction , SOUTHEY-1813,178.103 and might give an opportunity of bombarding Copenhagen . SOUTHEY-1813,178.104 Or to take the passage of the Belt , which might be accomplished in four or fiv",VG,activity,activity,activity,unbound,unbound,atelic,neutral,bombarding,southey-1813.txt,LModE
"all taking the bull by the horns . SOUTHEY-1813,178.98 It , however , will not prevent the Revel ships , or the Swedes , from joining the Danes : SOUTHEY-1813,178.99 and to prevent this is , in my humble opinion , a measure absolutely necessary ; and",VG,achievement,achievement,achievement,bound,bound,telic,neutral,joining ,southey-1813.txt,LModE
"pson , SOUTHEY-1813,174.26 and occasioned remonstrances from his truest friends , which produced no other effect than that of making him displeased with them , and more dissatisfied with himself . SOUTHEY-1813,174.27 The Addington administration was ",VG,achievement,achievement,achievement,bound,bound,telic,bound,making,southey-1813.txt,LModE
"t. Vincent , the new First Lord of the Admiralty . SOUTHEY-1813,175.30 The three northern courts had formed a confederacy for making England resign her naval rights . SOUTHEY-1813,175.31 Of these courts , Russia was guided by the passions of its empe",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making,southey-1813.txt,LModE
"se of duty than Riou . SOUTHEY-1813,176.60 Tears came into his eyes while the men were speaking : SOUTHEY-1813,176.61 without making any reply , he instantly ordered his boat , SOUTHEY-1813,176.62 and did not return to the Amazon till he could tell t",VG,achievement,activity,activity,unbound,unbound,telic,unbound,making,southey-1813.txt,LModE
"tty consideration to prevent them from appointing Nelson to the command . SOUTHEY-1813,175.43 The public properly murmured at seeing it intrusted to another : SOUTHEY-1813,175.44 and he himself said to Earl St. Vincent , that , circumstanced as he wa",VG,state,state,state,unbound,unbound,atelic,unbound,seeing,southey-1813.txt,LModE
"British Cabinet display more decision than in instantly preparing to crush it . SOUTHEY-1813,175.42 They erred , however , in permitting any petty consideration to prevent them from appointing Nelson to the command . SOUTHEY-1813,175.43 The public pr",VG,achievement,achievement,achievement,bound,bound,telic,neutral,permitting,southey-1813.txt,LModE
"preparing to crush it . SOUTHEY-1813,175.42 They erred , however , in permitting any petty consideration to prevent them from appointing Nelson to the command . SOUTHEY-1813,175.43 The public properly murmured at seeing it intrusted to another : SOUT",VG,achievement,achievement,achievement,bound,bound,telic,neutral,appointing,southey-1813.txt,LModE
"which is believed to have had its origin in the consent of the traders to that sea , Denmark taking upon itself the charge of constructing lighthouses , and erecting signals , to mark the shoals and rocks from the Cattegat to the Baltic : and they , ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,constructing,southey-1813.txt,LModE
